"","CHP212_WT_DMSO_1","CHP212_WT_DMSO_2","CHP212_WT_Nutlin_1","CHP212_WT_Nutlin_2","CHP212_KO_DMSO_1","CHP212_KO_DMSO_2","CHP212_KO_Nutlin_1","CHP212_KO_Nutlin_2"
"ENSG00000235310",0,0,0,0,0,0,0,0
"ENSG00000235312",0,0,0,0,0,0,0,0
"ENSG00000235315",0,0,0,0,0,0,0,0
"ENSG00000235316",140,113,167,193,191,236,241,269.908
"ENSG00000235317",0,0,0,0,2,0,0,0
"ENSG00000235318",2,0,0,0,0,0,0,0
"ENSG00000235323",0,0,0,0,0,0,0,0
"ENSG00000235324",0,0,0,0,0,0,4.786,0
"ENSG00000235325",0,0,0,0,0,0,0,0
"ENSG00000235328",0,8,1,1,7,0,1,6
"ENSG00000235329",0,0,0,0,0,0,0,0
"ENSG00000235330",1,0,2,1,3,1,0,3
"ENSG00000235332",0,1,10,0,0,2,0,0
"ENSG00000235333",0,0,0,0,0,0,0,0
"ENSG00000235334",0,0,0,0,0,0,0,0
"ENSG00000235336",0,56.498,14.405,19.099,15.91,0,9.065,4.248
"ENSG00000235338",0,0,0,0,0,0,0,0
"ENSG00000235339",0,0,0,0,0,0,0,0
"ENSG00000235346",0,0,0,3.163,2,1,0,0
"ENSG00000235347",2,5,0,14,4,1,1,6
"ENSG00000235349",0,0,0,0,0,0,0,0
"ENSG00000235350",0,0,0,0,0,0,0,0
"ENSG00000235352",0,0,0,0,0,0,0,0
"ENSG00000235354",0,0.5,1,1.821,0,2,0,1
"ENSG00000235360",0,0,0,0,0,0,0,0
"ENSG00000235363",0,1.009,1.001,0,0,1.003,0,0
"ENSG00000235368",0,0,0,0,0,0,0,0
"ENSG00000235369",0,0,1.604,0,1.497,0,0,0
"ENSG00000235370",6.576,14.253,6.246,18.32,4,9.12,4.993,5.493
"ENSG00000235371",1,0,0,0,0,0,0,0
"ENSG00000235374",13,4,18,23,16,15,29,27
"ENSG00000235376",1,0,0,0,4,0,0,2
"ENSG00000235377",0,0,0,0,0,0,0,0
"ENSG00000235378",0,0,1,0,0,0,0,0
"ENSG00000235379",0,0,4,0,0,0,0,0
"ENSG00000235380",0,0,0,0,0,0,0,0
"ENSG00000235382",0,0,0,0,0,0,0,0
"ENSG00000235386",0,0,0,0,0,0,0,0
"ENSG00000235387",671.001,577,617,496.999,18,29,10,14
"ENSG00000235390",0,0,0,0,0,0,0,0
"ENSG00000235391",0,0,0,0,0,0,0,0
"ENSG00000235396",0,0,0,0,0,0,0,0
"ENSG00000235400",1,0,0,0,0,0,1,1
"ENSG00000235411",0,3.856,6.029,10.054,1.003,3.261,4.026,3.976
"ENSG00000235413",8,7,1,15,16,2,4,8
"ENSG00000235414",0,0,0,0,0,0,0,0
"ENSG00000235416",0,0,0,0,0,0,0,0
"ENSG00000235420",3,1,1,0,0,0,1,1
"ENSG00000235421",0,0,2.749,1.348,0,0,0,0
"ENSG00000235422",0,0,0,2,0,0,1,0
"ENSG00000235424",0,0,0,0,2,0,0,1
"ENSG00000235425",0,0,0,0,0,0,0,0
"ENSG00000235429",0,0,0,0,6,0,0,2
"ENSG00000235430",0,0,0,0,0,0,0,0
"ENSG00000235432",0,0,0,0,0,0,0,0
"ENSG00000235433",0,0,0,2,0,0,0,0
"ENSG00000235436",1,3,0,3,15,8,5,8
"ENSG00000235438",0,1,5,0,0,0,3,0
"ENSG00000235439",1219.739,1123.226,930.069,1020.22,835.441,957.561,1449.455,805.429
"ENSG00000235440",4,0,2,3,3,2,0,0
"ENSG00000235441",0,0,0,0,0,0,0,0
"ENSG00000235444",1,0,3,4,2,6,1,1
"ENSG00000235447",0,0,0,0,0,0,0,0
"ENSG00000235449",2,0,2,0,0,1,0,1
"ENSG00000235451",0,0,0,0,0,0,0,0
"ENSG00000235453",216.032,211.64,198.777,181.601,355.63,358.775,359.656,281.409
"ENSG00000235454",0,0,0,0.997,57.046,65.72,34.106,62.441
"ENSG00000235459",0,0,1,0,0,0,0,1.001
"ENSG00000235462",0,0,0,0,0,0,0,0
"ENSG00000235463",0,0,0,0,0,0,0,0
"ENSG00000235467",0,0,0,0,0,0,3,0
"ENSG00000235469",0,0,0,0,0,0,0,0
"ENSG00000235472",0,2,1,0,0,1,0,0
"ENSG00000235479",0,0,0,0,0,0,0,0
"ENSG00000235485",0,0,0,0,0,0,0,0
"ENSG00000235486",0,0,0,0,0,0,0,0
"ENSG00000235487",0,0,0,0,0,0,0,0
"ENSG00000235489",34.166,29.107,6.483,4.154,22.928,36.451,20.824,17.107
"ENSG00000235500",1,0,2,0,1,1,0,0
"ENSG00000235508",6.174,0,3.065,1.111,6.7,8.413,2.188,1.107
"ENSG00000235510",0,0,0,0,1,1,0,0
"ENSG00000235511",0,0,0,0,0,0,0,0
"ENSG00000235514",2,0,0,0,0,0,0,0
"ENSG00000235521",0,0,0,0,0,0,0,0
"ENSG00000235524",0,0,0,0,0,0,0,0
"ENSG00000235525",0,0,0,0,0,0,0,0
"ENSG00000235528",0,0,0,0,0,0,0,0
"ENSG00000235534",0,0,0,0,0,0,0,0
"ENSG00000235539",0,0,0,0,0,0,0,0
"ENSG00000235544",0,0,0,0,0,0,0,0
"ENSG00000235546",196,171,99,102,274,249,261,209
"ENSG00000235547",0,0,0,0,0,2,0,0
"ENSG00000235548",0,0,0,2,0,0,0,0
"ENSG00000235549",0,0,0,0,0,0,0,0
"ENSG00000235550",0,0,0,0,0,0,0,0
"ENSG00000235552",10.078,6.535,12.928,8.024,4.968,5.984,6.861,4.999
"ENSG00000235554",0,0,0,2.087,0,6.267,0,0
"ENSG00000235555",0,0,0,0,0,0,0,0
"ENSG00000235558",0,0,0,24.341,0,37.738,0,0
"ENSG00000235559",1.001,0,0,0,0,0,0,0
"ENSG00000235561",0,0,0,0,0,0,0,0
"ENSG00000235568",29.001,12.752,41.47,44.824,28.06,48.745,83.625,119.769
"ENSG00000235569",29.972,59.537,16.88,51.66,32.361,54.204,39.539,37.837
"ENSG00000235571",0,0,0,0,0,0,0,0
"ENSG00000235573",0,0,0,0,0,0,0,0
"ENSG00000235574",0,2,0,0,0,2,0,1
"ENSG00000235577",0,0,0,0,0,0,0,0
"ENSG00000235579",0,0,0,0,0,0,0,0
"ENSG00000235581",0,0,0,0,0,0,0,0
"ENSG00000235582",0,0,0,0,0,0,0,0
"ENSG00000235583",0,0,0,0,0,0,0,0
"ENSG00000235587",4,0,0,2.002,2,2,5,1.004
"ENSG00000235589",0,0,0,0,0,0,0,0
"ENSG00000235592",0,0,0,0,0,0,0,0
"ENSG00000235594",0,0,0,0,0,0,0,0
"ENSG00000235595",0,0,0,0,0,0,0,0
"ENSG00000235598",0,0,0,0,0,0,0,0
"ENSG00000235600",0.25,0,0.25,0,0.583,0,0,0
"ENSG00000235602",53.127,44.104,55.917,60.144,72.84,101.596,156.164,80.396
"ENSG00000235605",1,0,1,2.041,1,1,1,0
"ENSG00000235606",0,0,0,0,0,0,0,0
"ENSG00000235608",0,0,0,0,0,0,0,0
"ENSG00000235613",2,3,8,0,2,8,0,8
"ENSG00000235616",0,0,0,0,2,0,2.003,0
"ENSG00000235617",0,0,0,0,0,0,0,0
"ENSG00000235618",1.003,0,1.003,0,3.012,0,1.001,2.002
"ENSG00000235619",0,0,1,0,2,1,2,0
"ENSG00000235623",0,0,0,0,0,0,0,0
"ENSG00000235626",0,0,0,0,0,0,0,0
"ENSG00000235627",1,4,2,0,1,1,0,4
"ENSG00000235631",7,6,9,20,14,22,4,7
"ENSG00000235636",17.155,20.452,0,22.569,7.342,9.414,0,21.141
"ENSG00000235639",0,0,0,0,0,1,0,0
"ENSG00000235640",0,0,0,0,0,0,0,0
"ENSG00000235642",0,0,0,0,0,0,0,0
"ENSG00000235644",0,0,8,0,0,0,0,0
"ENSG00000235646",0,0,0,0,0,0,0,0
"ENSG00000235647",4,0,0,0,0,0,0,0
"ENSG00000235649",8.827,13.992,13.771,12.503,47.263,33.637,18.168,18.319
"ENSG00000235651",48,45,22,22,66.068,49.73,61,57
"ENSG00000235653",0,0,0,0,0,0,0,2
"ENSG00000235655",0,0,0,0,0,0,0,0
"ENSG00000235656",0,0,0,0,0,0,0,0
"ENSG00000235657",1796.938,1534.281,1578.423,1148.386,1269.662,1441.105,1097.2,929.298
"ENSG00000235658",740.814,675.653,1140.451,881.39,1349.597,1388.536,1644.272,1560.537
"ENSG00000235670",0,0,0,0,1,0,0,0
"ENSG00000235672",8,4,21.025,8,10,1,13,5
"ENSG00000235673",0,0,0,0,0,0,0,0
"ENSG00000235674",0,0,0,5.702,9.892,3.661,3.795,0
"ENSG00000235677",9,10,15,20,17,4,6,12
"ENSG00000235678",0,0,2,0,0,0,0,0
"ENSG00000235679",0,0,0,0,0,0,0,0
"ENSG00000235680",0,0,0,0,0,0,0,0
"ENSG00000235681",14,16,8,7,18,14,28,14
"ENSG00000235683",0,0,6,2,6,0,0,0
"ENSG00000235684",0,0,0,0,0,0,0,0
"ENSG00000235685",0,0,0,0,0,0,0,0
"ENSG00000235686",2,2,2,0,2,1,1,2
"ENSG00000235687",0,0,0,0,40,30,50,39
"ENSG00000235689",0,0,0,0,0,0,0,0
"ENSG00000235690",0,0,0,0,0,0,0,0
"ENSG00000235692",510.252,245.208,494.486,185.526,686.815,499.23,814.208,645.144
"ENSG00000235695",1,0,0,1,0,2,2,0
"ENSG00000235696",0,0,0,0,0,0,7.103,0
"ENSG00000235698",0,0,0,0,1,1,0,0
"ENSG00000235699",0,0,0,0,0,0,0,0
"ENSG00000235700",2,0,6,4,3,0,4,1
"ENSG00000235701",6,14,8,9,8,6,4,10
"ENSG00000235705",0,0,0,0,0,0,0,0
"ENSG00000235707",0,0,0,0,0,0,0,0
"ENSG00000235708",0,0,0,8.117,0,0,0,0
"ENSG00000235711",0,0,0,0,0,2,0,0
"ENSG00000235712",0,0,0,0,0,0,0,0
"ENSG00000235713",0,0,0,0,0,0,0,0
"ENSG00000235715",0,0,433.595,0,0,0,0,0
"ENSG00000235716",0,0,0,0,0,0,0,0
"ENSG00000235718",0,0,0,0,0,0,0,0
"ENSG00000235720",0,30.579,0,0,20.631,0,0,0
"ENSG00000235721",0,2,0,3,0,2,0,2
"ENSG00000235729",0,0,0,0,0,0,0,0
"ENSG00000235730",0,0,0,0,0,0,0,0
"ENSG00000235735",0,0,0,0,0,0,0,2
"ENSG00000235737",0,0,0,0,0,0,0,0
"ENSG00000235738",0,0,0,0,0,0,0,0
"ENSG00000235742",0,1,0,0,0,0,0,0
"ENSG00000235744",0,0,0,9.437,0,0,0,0
"ENSG00000235746",3,0,0,0,3,2,2,0
"ENSG00000235748",8,4,0,0,7,15,7,2
"ENSG00000235750",111.001,107,217,191,26,35,43,38
"ENSG00000235754",22.192,15.398,37.488,21.508,31.083,0,29.489,23.458
"ENSG00000235756",0,0,0,0,0,0,0,0
"ENSG00000235757",0,10.776,0,0,0,0,0,0
"ENSG00000235759",0,0,0,0,0,0,0,0
"ENSG00000235763",0,0,0,0,0,0,0,0
"ENSG00000235768",0,0,0,0,0,0,0,0
"ENSG00000235775",0,0,0,0,0,0,0,0
"ENSG00000235776",7.293,1,2,1,4.013,2,3,0
"ENSG00000235778",0,0,0,0,0,0,0,0
"ENSG00000235780",0,0,0,0,0,0,0,0
"ENSG00000235784",0,0,0,0,0,0,0,4
"ENSG00000235787",0,0,0,0,0,0,0,0
"ENSG00000235794",2,0,0,0,0,0,0,0
"ENSG00000235797",0,0,0,0,0,0,0,0
"ENSG00000235803",0,0,0,0,0,0,0,0
"ENSG00000235804",0,0,0,0,0,0,0,0
"ENSG00000235808",0,0,0,0,0,0,0,0
"ENSG00000235810",0,0,0,0,0,0,0,0
"ENSG00000235811",0,0,0,0,0,0,0,0
"ENSG00000235812",3.891,2.249,2.162,1.052,6.595,9.145,1.979,0.961
"ENSG00000235816",3,0,0,4,0,0,0,0
"ENSG00000235817",0,0,0,0,0,0,0,0
"ENSG00000235827",0,0,0,0,0,0,0,0
"ENSG00000235828",0,0,2,0,0,0,0,0
"ENSG00000235829",0,0,0,0,0,0,0,0
"ENSG00000235832",2,1,3,0,0,0.995,0.995,3
"ENSG00000235836",0,4,0,0,0,0,0,0
"ENSG00000235838",0,1,1,0,0,0,1.002,0
"ENSG00000235844",0,0,0,0,0,0,0,0
"ENSG00000235847",0,0,0,0,0,0,1,0
"ENSG00000235855",0,0,0,0,0,0,0,0
"ENSG00000235857",0,0,0,0,0,0,0,0
"ENSG00000235859",109,119,73,68,206,231,189,189
"ENSG00000235861",0,1,0,0,1,0,0,0
"ENSG00000235863",25,21,8,22,12,14,5,14
"ENSG00000235864",0,0,0,0,0,0,0,0
"ENSG00000235868",0,0,0,0,0,0,0,0
"ENSG00000235869",0,2,0,0,0,0,1,0
"ENSG00000235871",0,0,0,0,2,0,0,0
"ENSG00000235876",0,0,0,0,0,0,0,0
"ENSG00000235879",0,0,0,0,0,0,0,0
"ENSG00000235892",0,0,1,0,0,0,0,0
"ENSG00000235893",70,53,99,125,169,188,194,182
"ENSG00000235895",0,0,0,0,0,0,0,0
"ENSG00000235901",0,0,0,0,2,0,0,0
"ENSG00000235905",0,0,0,0,0,0,0,1
"ENSG00000235907",5,2,8,4,3,2,3,0
"ENSG00000235912",2.654,0,0,0,0,0,0,0
"ENSG00000235915",0,0,1,0,0,0,0,0
"ENSG00000235916",0,0,0,0,0,0,0,0
"ENSG00000235917",0,0,0,0,0,0,0,0
"ENSG00000235920",0,0,0,3,0,0,2,0
"ENSG00000235922",0,0,0,0,0,0,0,0
"ENSG00000235924",0,0,0,0,0,0,0,0
"ENSG00000235925",0,0,0,0,0,0,0,0
"ENSG00000235926",0,0,0,0,0,0,0,0
"ENSG00000235929",0,0,0,0,0,0,0,0
"ENSG00000235930",0,0,0,0,0,0,0,0
"ENSG00000235932",1,0,0,2,0,0,1,1
"ENSG00000235937",0,0,0,0,0,1,0,0
"ENSG00000235940",0,0,0,0,0,0,0,0
"ENSG00000235941",10.107,11.685,0,0,0,0,0,0
"ENSG00000235942",0,0,0,0,0,0,0,0
"ENSG00000235944",110.835,55,102.821,117.468,88.781,112.598,113.766,104.731
"ENSG00000235945",0,0,0,1,1,0,2,2
"ENSG00000235946",103,110,65,55,136,220,161,128.645
"ENSG00000235951",0,0,0,0,0,0,0,0
"ENSG00000235952",7.427,2.053,3.135,0,0,0,0,0
"ENSG00000235955",0,0,7.079,3.183,11.999,0,6.543,0
"ENSG00000235957",0,0,0,0,0,0,0,0
"ENSG00000235960",0,0,0,0,0,0,0,1
"ENSG00000235961",270.91,363.612,235.626,240.615,398.262,519.95,452.774,396.749
"ENSG00000235962",0,0,4,1,2,0,1,0
"ENSG00000235963",0,0,0,0,0,0,0,0
"ENSG00000235964",0,0,0,0,0,0,0,0
"ENSG00000235966",0,0,0,0,0,0,0,0
"ENSG00000235967",0,0,0,0,2,0,0,0
"ENSG00000235968",0,0,0,1,0,0,0,0
"ENSG00000235969",0,0,0,0,0,0,0,0
"ENSG00000235974",11.63,6.334,5.954,2.493,10.234,13.463,12.54,20.249
"ENSG00000235975",1,2,1,2,0,0,1,14
"ENSG00000235976",0,0,0,0,0,0,0,0
"ENSG00000235981",1,0,0,0,0,0,0,0
"ENSG00000235985",0,0,0,0,0,0,0,0
"ENSG00000235986",0,0,0,0,0,0,0,0
"ENSG00000235988",0,0,0,0,0,0,0,0
"ENSG00000235990",17,8,0,2,15,15,3,6
"ENSG00000235991",0,0,0,0,0,0,0,0
"ENSG00000235992",1.981,2.236,0,0,0,0.988,10.55,0
"ENSG00000235993",0,0,0,0,0,0,0,0
"ENSG00000235995",0,0,0,0,0,0,0,0
"ENSG00000235998",0,0,0,0,0,0,0,0
"ENSG00000236004",0,0,0,0,0,0,0,0
"ENSG00000236005",0,0,0,0,0,0,0,0
"ENSG00000236007",0,0,0,0,0,0,0,0
"ENSG00000236011",0,0,0,0,0,0,0,0
"ENSG00000236012",0,0,0,0,0,0,0,0
"ENSG00000236014",0,0,0,0,0,0,0,0
"ENSG00000236015",80,75,91,101,142,106,130,79
"ENSG00000236018",3,2.003,10,0,2,0,4,4
"ENSG00000236025",0,0,0,0,0,0,0,0
"ENSG00000236027",0,0,0,0,0,0,0,0
"ENSG00000236032",21.888,19.572,16.896,28.792,16.277,29.916,24.076,42.407
"ENSG00000236033",0,0,0,4,0,0,0,0
"ENSG00000236035",0,0,0,0,2,0,0,0
"ENSG00000236040",0,0,0,0,0,0,0,0
"ENSG00000236042",0,0,0,0,0,0,0,0
"ENSG00000236044",0,0,0,0,0,0,0,2.009
"ENSG00000236047",5,2,15,7,2,13,4,9
"ENSG00000236048",0,0,2,1,0,0,0,0
"ENSG00000236058",0,0,5.001,4.001,0,0,2,3
"ENSG00000236060",2.002,0,0,0,2.002,1.749,0,1.991
"ENSG00000236062",3,4,2,2,33,28,16,21
"ENSG00000236068",0,0,0,0,0,0,0,0
"ENSG00000236072",0,0,0,0,0,0,0,0
"ENSG00000236073",0,0,0,0,0,0,0,0
"ENSG00000236077",0,0,0,0,0,0,0,0
"ENSG00000236079",0,0,0,0,0,0,0,0
"ENSG00000236080",0,0,0,0,0,0,0,0
"ENSG00000236083",0,0,0,0,0,0,0,0
"ENSG00000236085",0,2.735,0,7.765,0,0,6.341,0
"ENSG00000236086",0,1,0,0,0,5,1,0
"ENSG00000236090",0,0,0,0,0,0,0,0
"ENSG00000236097",0,0,0,0,0,0,0,0
"ENSG00000236099",0,0,0,0,0,0,0,0
"ENSG00000236101",0,0,0,0,0,0,0,2
"ENSG00000236104",660.857,256.167,880.372,679.193,931.139,866.732,1131.829,935.24
"ENSG00000236105",0,0,0,0,0,0,0,0
"ENSG00000236108",0,0,0,0,3,0,0,0
"ENSG00000236110",0,0,0,0,0,0,0,0
"ENSG00000236111",3,0,1.006,1,7,3.001,2,0
"ENSG00000236113",0,0,0,0,0,0,0,0
"ENSG00000236114",0,0,2,0,2,2,0,2
"ENSG00000236118",0,0,0,2,2,0,0,0
"ENSG00000236121",0,0,0,0,0,1,0,0
"ENSG00000236122",0,0,0,0,0,0,0,0
"ENSG00000236123",6.002,17,21,15,5,1,2,3
"ENSG00000236124",0,0,0,0,0,0,0,0
"ENSG00000236125",0,0,0,0,0,0,0,0
"ENSG00000236131",0,0,0,0,0,0,0,0
"ENSG00000236132",2,0,0,0,0,0,0,0
"ENSG00000236136",0,0,0,0,0,0,0,4
"ENSG00000236138",11.067,14.621,148.671,162.365,12.006,14.626,83.341,88.244
"ENSG00000236146",0,0,0,0,0,0,0,0
"ENSG00000236148",0,0,0,1,1,0,0,0
"ENSG00000236149",10958.335,10416.501,8522.649,8552.213,10419.607,10652.226,9098.637,8556.683
"ENSG00000236152",0,0,0,0,2.165,0,0,0
"ENSG00000236155",0,0,0,0,0,0,0,0
"ENSG00000236156",0,0,0,0,0,0,0,0
"ENSG00000236158",0,0,0,0,0,0,2,0
"ENSG00000236160",0,0,0,0,0,0,0,0
"ENSG00000236165",19.018,22,17,32.829,15,29,31,19.579
"ENSG00000236167",0,0,0,0,0,0,0,0
"ENSG00000236168",0,0,0,0,0,0,0,0
"ENSG00000236171",0,0,0,0,0,0,0,0
"ENSG00000236175",0,0,0,0,0,2.775,0,0
"ENSG00000236177",0,2.163,0,0,2.106,0,0,0
"ENSG00000236178",0,0,0,2.665,0,0,1.162,2.359
"ENSG00000236180",0,0,0,0,0,0,0,0
"ENSG00000236182",0,0,0,0,0,0,0,0
"ENSG00000236184",26.671,11.572,35.148,15.155,18.67,22.96,19.37,22.01
"ENSG00000236185",0,0,0,0,0,0,0,0
"ENSG00000236187",0,0,0,10,3,0,0,0
"ENSG00000236189",0,0,0,0,0,0,0,0
"ENSG00000236190",0,0,0,0,0,0,0,0
"ENSG00000236191",0,0,0,0,0,0,0,0
"ENSG00000236195",0,0,0,0,0,0,0,0
"ENSG00000236196",564.982,542.511,747.246,554.58,849.831,985.468,1269.921,1034.501
"ENSG00000236205",0,0,0,0,0,0,0,0
"ENSG00000236211",0,0,0,0,0,0,0,0
"ENSG00000236216",0,0,0,0,0,0,0,0
"ENSG00000236217",0,0,0,0,0,0,0,0
"ENSG00000236221",0,0,0,0,0,0,1.645,0
"ENSG00000236222",12.215,20.286,24.223,31,6.209,8.513,11.182,12.612
"ENSG00000236227",323.403,193.795,113.292,453.814,285.968,413.54,509.901,349.388
"ENSG00000236229",0,0,1,0,0,0,0,0
"ENSG00000236232",0,0,0,0,0,0,0,0
"ENSG00000236235",0,0,0,0,0,0,0,0
"ENSG00000236236",0,5.547,0,0,27.021,8.004,0,28.504
"ENSG00000236238",0,0,0,0,0,0,0,0
"ENSG00000236241",11,8,0,13,40,56,73,55
"ENSG00000236243",0,0,0,0,0,0,0,0
"ENSG00000236246",0,0,0,0,0,0,0,0
"ENSG00000236248",0,0,0,0,0,0,0,0
"ENSG00000236251",26,13,0,20,0,0,15,24
"ENSG00000236252",0,0,0,0,0,0,0,0
"ENSG00000236253",0,0,0,0,0,0,0,0
"ENSG00000236254",0,0,0,0,0,1,0,0
"ENSG00000236257",0,0,0,0,0,0,0,0
"ENSG00000236258",0,0,0,0,0,0,0,0
"ENSG00000236259",1,1,1,2,2,3,1,0
"ENSG00000236261",0,0,0,1,0,0,0,0
"ENSG00000236264",0,0,0,0,0,0,0,0
"ENSG00000236271",4307.849,3900.416,3447.396,2809.84,4527.72,4624.672,4088.808,3684.153
"ENSG00000236273",1,0,0.25,1,0,0,0.25,0
"ENSG00000236274",0,0,0,0,0,0,0,0
"ENSG00000236277",0,0,0,0,0,0,0,0
"ENSG00000236278",0,0,0,0,0,0,0,0
"ENSG00000236279",0,4,0,0,8,6,2,4
"ENSG00000236281",0,0,0,0,0,0,0,0
"ENSG00000236284",0,0,0,0,0,0,0,0
"ENSG00000236285",1,0.993,9.001,1.991,1,0,5,0
"ENSG00000236287",2094.009,1990.01,2303.997,1878.718,3299.049,3596.713,3562.115,3160.001
"ENSG00000236290",0,0,0,0,7,2,2,2
"ENSG00000236296",56,34,24,28,66,51,66,45
"ENSG00000236297",0,1,2,3,1,15,8,3
"ENSG00000236300",0,0,0,0,0,0,0,0
"ENSG00000236307",3,0,2,4,13,7.947,3,0
"ENSG00000236312",0,0,0,0,0,0,0,0
"ENSG00000236313",0,0,0,0,13,14,16,2
"ENSG00000236316",0,0,0,0,0,0,0,0
"ENSG00000236317",3,1,0,2,1,6,5,2
"ENSG00000236319",8,2,6,2,6,10,0,17
"ENSG00000236320",181.762,147.27,189.651,185.69,255.052,221.198,197.147,154.702
"ENSG00000236323",0,10,7,6,26,37,25,27
"ENSG00000236325",0,0,0,0,0,0,0,0
"ENSG00000236327",0,0,0,0,2,0,0,1
"ENSG00000236330",0,0,0,0,0,1,2,0
"ENSG00000236334",8,5,1,1.495,9,10,4.993,5.466
"ENSG00000236339",0,0,0,0,0,0,0,0
"ENSG00000236343",0,0,0,0,0,0,0,0
"ENSG00000236348",0,0,0,0,0,0,0,0
"ENSG00000236349",0,0,0,0,0,0,0,0
"ENSG00000236353",0,0,0,0,21.503,0,0,0
"ENSG00000236357",0,0,0,0,0,0,0,0
"ENSG00000236359",0,0,0,0,0,0,0,0
"ENSG00000236360",0,0,0,1.019,0,0,0,0
"ENSG00000236362",0,7.84,0,0,0,0,0,0
"ENSG00000236365",0,0,0,0,0,0,0,0
"ENSG00000236369",0,0,0,0,0,0,0,0
"ENSG00000236371",0,0,0,0,0,0,0,0
"ENSG00000236374",0,0,0,0,0,0,0,0
"ENSG00000236375",1,2,0,2,0,2,1,0
"ENSG00000236379",0,0,0,0,0,0,0,0
"ENSG00000236380",0,0,0,0,0,0,0,0
"ENSG00000236382",0,0,0,0,0,0,0,0
"ENSG00000236383",192.427,178.067,250.347,325.196,203.015,210.22,235.142,265.018
"ENSG00000236386",0,0,0,0,0,0,0,0
"ENSG00000236391",0,0,0,0,0,0,0,0
"ENSG00000236395",0,0,0,0,0,0,0,0
"ENSG00000236396",0,0,0,0,0,0,0,0
"ENSG00000236397",73.936,58.927,135.55,129.543,115.425,117.335,228.556,264.552
"ENSG00000236398",0,0,0,0,0,0,4,0
"ENSG00000236399",0,0,0,0,0,0,0,0
"ENSG00000236400",0,0,0,0,0,0,0,0
"ENSG00000236401",0,0,0,0,0,0,0,0
"ENSG00000236407",0,0,0,0,0,0,0,0
"ENSG00000236409",6,6,4,5,1,8,16,2
"ENSG00000236413",0,0,0,0,0,0,0,0
"ENSG00000236415",0,0.25,0,0,0,0,0.25,0.253
"ENSG00000236417",1,0,0,1,0,0,1,0
"ENSG00000236418",1036.34,1082.189,1151.001,1446.018,1050.873,976.953,1188.166,1371.049
"ENSG00000236420",0,0,0,0,0,0,0,0
"ENSG00000236424",0,0,0.667,0.667,0,0,0,0.333
"ENSG00000236425",0,0,0,0,0,0,0,0
"ENSG00000236428",1023.372,827.353,1184.591,770.272,1257.337,1078.342,1050.766,1018.587
"ENSG00000236429",0,0,0,0,0,0,0,0
"ENSG00000236430",2,4,6,0,0,6,1,6
"ENSG00000236433",0,0,0,0,0,0,0,0
"ENSG00000236435",0,0,0,0,0,0,0,0
"ENSG00000236438",64.087,66.882,81.319,103.083,0,66.366,103.314,0
"ENSG00000236439",0,0,5.288,0,0,0,1.365,15.668
"ENSG00000236440",0,0,0,4,0,0,0,0
"ENSG00000236442",0,0,0,0,0,0,0,0
"ENSG00000236443",2984.784,2749.028,2991.766,3238.838,609.651,668.221,649.139,524.389
"ENSG00000236444",0,6,0,0,0,0,0,1
"ENSG00000236446",0,0,0,0,0,0,0,0
"ENSG00000236450",0,0,0,0,0,0,0,0
"ENSG00000236456",8,5,6,4,13,14,7,10
"ENSG00000236459",0,2,1.933,0,1,0.998,0,0
"ENSG00000236460",0,0,0,0,0,0,0,0
"ENSG00000236468",1,0,0,0,0,1,8,0
"ENSG00000236473",0,0,0,0,0,0,0,0
"ENSG00000236474",0,13,9,8,4,4,4,2
"ENSG00000236476",0,0,0,0,0,0,0,0
"ENSG00000236477",0,0,0,0,0,0,0,0
"ENSG00000236478",2,5,0,4,2,0,5,8
"ENSG00000236480",6,2,0,0,4,2.015,5,9
"ENSG00000236483",1,11,6,7,11,20,10,12
"ENSG00000236484",4,0,0,4,0,4,3,2
"ENSG00000236487",0,0,0,0,0,0,0,0
"ENSG00000236488",0,0,0,1,0,0,0,0
"ENSG00000236489",4,1,3,3,3,3,3,0
"ENSG00000236490",37.473,1.569,16.248,41.089,14.036,1.24,10.31,1.15
"ENSG00000236491",0,0,0,0,0,0,0,0
"ENSG00000236493",4.082,0,11.059,2.003,1,5.3,11.008,3.957
"ENSG00000236496",0,1,4.004,0,0,4.509,2,2.001
"ENSG00000236500",0,0,0,0,0,0,0,0
"ENSG00000236503",0,0,0,0,0,0,0,0
"ENSG00000236504",3.039,0,0.987,1.956,3.192,0,3.994,2
"ENSG00000236505",0,0,0,0,0,0,0,0
"ENSG00000236509",0,0,0,0,0,0,0,0
"ENSG00000236512",1,0,0,0,0,0,0,0
"ENSG00000236515",938.984,1031.066,619.308,632.851,923.944,1642.106,1095.156,932.523
"ENSG00000236516",4.001,2.038,9.002,10.054,2,5.953,5.656,7.173
"ENSG00000236521",0,0,0,0,0,0,2,0
"ENSG00000236523",0,0,4,0,0,0,0,0
"ENSG00000236527",1,1,0,1,1,4,2,1
"ENSG00000236530",2,0,2,1,1,2,1,2
"ENSG00000236533",5,0,1,0,1,2,1,0
"ENSG00000236534",0,1.11,3.218,1.094,1.084,2.176,1.06,1.137
"ENSG00000236538",0,0,0,0,0,0,0,0
"ENSG00000236539",171.584,151.498,169.965,193.018,232.671,256.455,239.633,206.583
"ENSG00000236541",0,0,0,0,0,0,0,0
"ENSG00000236542",4,2,1,4,0,0,0,3
"ENSG00000236543",0,0,0,4,0,0,0,2
